CaseID,B3,ND2,B7_b,GH1,ppeducat,race_5cat,weight,weight_pop
5078,About the same,Somewhat higher,Good,Pay rent,No high school diploma or GED,Asian,4.058,88732.6474
5079,Somewhat better off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,0.9713,21238.8125
5080,About the same,About the same,Poor,Own your home with a mortgage or loan,No high school diploma or GED,White,1.1507,25161.596
5081,About the same,Much higher,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,2.2566,49343.5382
5082,About the same,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.3074,28588.185
5083,Somewhat worse off,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.554,12113.6041
5084,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6467,14140.9356
5085,Somewhat better off,Much higher,Good,Pay rent,Some college or Associate's degree,Hispanic,1.6884,36918.5222
5086,Somewhat worse off,Much higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.6996,15297.0137
5087,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5015,10965.4948
5088,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8505,18596.2755
5089,About the same,Much lower,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.7899,17272.0782
5090,Much better off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.4932,32650.5758
5091,Somewhat worse off,Much lower,Poor,Neither own nor pay rent,Some college or Associate's degree,White,1.4124,30883.5492
5092,Much better off,Much higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9142,19990.8188
5093,About the same,About the same,Only fair,Neither own nor pay rent,Some college or Associate's degree,White,0.7305,15973.3754
5094,Much worse off,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.6797,14861.7569
5095,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.7492,16383.1637
5096,About the same,Somewhat higher,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8634,18880.3487
5097,Much worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.2199,26674.9596
5098,Somewhat worse off,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),Hispanic,1.3429,29364.8165
5099,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,No high school diploma or GED,White,1.1956,26143.163
5100,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.4087,8937.0575
5101,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Hispanic,1.0254,22420.6834
5102,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.7155,15644.4908
5103,About the same,About the same,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.608,13294.827
5104,Somewhat better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,1.0996,24044.6057
5105,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4713,10305.5614
5106,Somewhat better off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5015,10965.4948
5107,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Asian,1.0748,23502.2941
5108,Somewhat worse off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9162,20034.5967
5109,Somewhat better off,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,Hispanic,0.8308,18166.1473
5110,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Other,0.1677,3666.6386
5111,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.7993,17477.1008
5112,Somewhat worse off,Much lower,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,0.5064,11074.0956
5113,Much worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.9665,43000.7068
5114,Somewhat worse off,Much higher,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Black,1.2154,26575.7818
5115,About the same,Somewhat higher,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.6399,13992.7265
5116,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,0.7271,15898.4642
5117,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6364,13914.758
5118,About the same,About the same,Only fair,Pay rent,Some college or Associate's degree,Black,1.4668,32074.1762
5119,About the same,About the same,Only fair,Pay rent,Some college or Associate's degree,Black,0.7109,15545.3415
5120,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0725,23451.4453
5121,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),No high school diploma or GED,White,0.9584,20956.2343
5122,About the same,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.0643,23271.5804
5123,About the same,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.5447,11911.4228
5124,About the same,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,3.587,78434.2743
5125,About the same,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,0.7468,16329.0748
5126,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.602,13164.0939
5127,Somewhat better off,Somewhat higher,Poor,Pay rent,No high school diploma or GED,White,1.3546,29619.5726
5128,Somewhat better off,About the same,Poor,Pay rent,Bachelor's degree or higher,White,0.7456,16302.7652
5129,Somewhat better off,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9826,21486.0478
5130,Somewhat better off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.5662,12381.3704
5131,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.2906,28220.6405
5132,Somewhat worse off,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8796,19233.8799
5133,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,Asian,1.9717,43114.4531
5134,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.7653,16733.4566
5135,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.5084,32983.7615
5136,About the same,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.397,30547.111
5137,Somewhat better off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.6094,13325.3378
5138,About the same,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,Asian,1.168,25539.2607
5139,About the same,About the same,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7575,16562.8515
5140,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,1.4109,30850.2665
5141,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8915,19493.8887
5142,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,No high school diploma or GED,White,1.2207,26693.2084
5143,About the same,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1567,25291.9499
5144,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.7456,16302.7652
5145,Somewhat worse off,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,0.9536,20850.7995
5146,About the same,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,1.5512,33920.0325
5147,Somewhat better off,About the same,Good,Neither own nor pay rent,Bachelor's degree or higher,Hispanic,0.9134,19973.7453
5148,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,1.0271,22459.2649
5149,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8421,18413.5359
5150,Somewhat worse off,Somewhat higher,Only fair,Pay rent,No high school diploma or GED,Other,2.7387,59885.2905
5151,Somewhat better off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Black,0.8321,18194.4873
5152,About the same,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.1283,24671.3198
5153,About the same,About the same,Only fair,Neither own nor pay rent,Some college or Associate's degree,White,1.2374,27057.3341
5154,About the same,Somewhat higher,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.8881,19419.7496
5155,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,1.0101,22087.8618
5156,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,Black,0.7764,16976.5798
5157,Somewhat worse off,About the same,Poor,Pay rent,Some college or Associate's degree,Other,0.3972,8686.189
